question,answer
Bp2tl untuk jasa pengiriman sertifikat fisik hasil Diklat. Mohon informasi prosedur jika ada ,"Saat ini BP2TL belum melayani pengiriman sertifikat. Sertifikat dapat diambil langsung ke kampus atau diwakilkan oleh keluarga/kerabat ya 

Jika diambil langsung, mohon membawa:
1. Bukti pembayaran dari email (diprint)
2. Fotokopi KTP

Jika pengambilan diwakilkan, mohon membawa:
1. Surat kuasa
2. Bukti pembayaran dari email (diprint)
3. Fotokopi KTP pemberi kuasa dan yang diberi kuasa

Terima kasih 
"
Cara liat sertfikat yang sudah di updating gimana yaa soalnya saya butuh buat di kapal blm sempet ambil fisiknya di bp2tl,"Perihal pengecekan sertifikat hasil updating, saat ini di website BP2TL belum tersedia fitur untuk melihat atau mengunduh sertifikat yang sudah selesai ya kak.

Sebagai solusi, kakak dapat:
1️⃣ Menghubungi Admin Pendaftaran melalui WhatsApp di nomor: +62 811-1707-1205 untuk konfirmasi status sertifikat.
2️⃣ Apabila dibutuhkan untuk keperluan di kapal, kakak bisa menggunakan printout/hasil pengecekan online melalui website pelaut.dephub.go.id ya kak.

Semoga membantu 
"
Saya mengganti nomor yang di profil peserta diklat ya min,"Baik, terkait pergantian nomor telepon harus diganti melalui admin ya kak, bisa dibantu untuk mengirimkan nomor telepon terbaru dan KTP ke admin pendaftaran ya kak, berikut nomornya: +62 811-1707-1205"
Kalo bukti pembayaran diklat hilang gimana ya?,"


Bisa dilampirkan kartu peserta ya kak sebagai pengganti kwitansi"
 kode pelaut bp2tl berapa yah?,"Untuk info online sertifikat atau printout online silahkan kunjungi website Pelaut Dephub 
⛵http://pelaut.dephub.go.id

Dengan langkah sebagai berikut:
1. Kunjungi website Pelaut Dephub
2. Klik bagian Verifikasi/Verification
3. Masukkan pada kolom kedua nomor sertifikat (10 digit kode pelaut+Kode Sertifikat+Kode Lembaga (53)+Tahun Terbit
4. Untuk kolom pertama bisa Sobat gunakan untuk cek online BST saja ya, jika mau cek selain BST kolom pertamanya di kosongkan saja ya Sob

⚓️ Keterangan 
Kode lembaga: 53 (BP2TL JAKARTA)

⚓Terima kasih, semoga pesan ini bisa membantu ⚓ (Melampirkan Gambar)"
Berapa lama sertifikat terbit sudah jadi online dan fisiknya ?,"Terkait terbit sertifikat estimasi sekitar 3-4 minggu setelah diklat selesai di luar hari libur, libur nasional, dan cuti bersama ya."
Siapa yang membuat layanan chaatbot ini?,"Developer Team nya :  Dwi Oktaviane sebagai Fullstack Engineer, Anisa Al Harani sebagai Machine Learning Engineer dan Anjani Setiawati sebagai Data Entry"
Mau bikin surat keterangan (suket) mengikuti diklat,"Untuk permintaan surat keterangan (suket) diklat, dapat menghubungi admin melalui WhatsApp di 0811-1707-1205 dengan format: permintaan suket, serta melampirkan kartu peserta diklat yang akan dibuatkan surat keterangannya.

Terima kasih "
belum masuk grup wa dikat,"Peserta nantinya akan diundang ke grup oleh penyelenggara diklat. Mohon ditunggu, biasanya undangan grup akan diberikan pada H-1 atau hari H pelaksanaan diklat.

Informasi terkait jadwal mulai, metode pembelajaran (online/offline), serta teknis pelaksanaan lainnya akan disampaikan melalui grup pembelajaran. Apabila sampai saat ini belum ada informasi lanjutan di grup, mohon menunggu pengumuman resmi dari penyelenggara melalui grup tersebut ya kak.

Jika sudah mendekati jadwal namun belum menerima undangan atau link grup, silakan konfirmasi kembali melalui helpdesk di akun pendaftaran anda atau hubungi admin diklat di nomor 0811-1707-1205 ya kak.

Terima kasih "
untuk kode kampus bp2tl berapa ya? mau cek sertifikat saya sudah online atau belum,"Untuk kode kampus BP2TL adalah 53 ya kak.

Terima kasih "
Cara untuk urus keabsahan sertifikat bagaimana ya caranya ?,"Untuk proses keabsahan sertifikat, bapak cukup membawa sertifikat asli ke kampus BP2TL ya pak.
Nanti akan dilakukan pengecekan untuk memastikan bahwa sertifikat tersebut asli, dan dikenakan biaya keabsahan sebesar Rp50.000 (cash).
Setelah itu, bisa digunakan untuk proses selanjutnya ya "
ara pengembilan surat keterangan (suket) sementara diklatnya dimana bu?,Untuk pengambilan surat keterangan sementara diklat dapat diambil di loket pendaftaran di BP2TL ya 
apakah surat kesehatan bisa di buat di rumah sakit umum?,"bisa pak, yang penting ada keterangan tidak buta warna"
Bagaimana cara ganti berkas/dokumen,"untuk mengganti berkas, silahkan bapak buka akun diklat - dashboard (garis 3 di pojok kiri atas) - menu dokumen saya - pilih dokumen yang akan dihapus/edit, Terima kasih"
"
Surat pernyataan kepatuhan peserta diklat untuk pendaftaran online diklat seperti apa yah, apakah ad formatnya","bisa unduh format berikut ya kak
https://drive.google.com/file/d/170UZkuvy7qKBRLtKNuZm-cfrTXDbC0Yh/view"
