question,answer
"Assalamualaikum 
 kak mau tanya apakah sttpk manajemen yg hilang bisa di uruskan lagi","Pegajuan sertifikat baru atas sertifikat yang hilang dapat dilakukan secara langsung di loket BP2TL dengan membawa persyaratannya sebagai berikut:

1. KTP
2. Akta Kelahiran
3. Surat Kehilangan dari Kepolisian
4. Kartu Keluarga (KK)
5. Pas Foto terbaru
6. Scan sertifikat yang hilang
7. Surat keterangan bahwa Bapak akan melakukan cetak ulang sertifikat
8. Surat Pernyataan Peserta (diunduh melalui akun masing-masing)
"
" kak, maaf mau nanya untuk DP ANT-IV untuk pembelajaran sekarang apa msh bisa daftar?
Mohon infonya
Terima kasih","  untuk jadwal diklat silakan cek secara berkala di website 👉 diklat.bp2tl.ac.id, apabila belum tersedia atau masih kosong berarti jadwal belum dibuka, update juga diinformasikan melalui sosial media resmi BP2TL, dan untuk informasi lebih lanjut dapat menghubungi admin di +62 811-1707-1205 🙏"
" bu, mohon izin saya lupa nomer peserta 
Nama : IKHSANUDIN
NIK : 3329080602890001
Email : ikhsanudinxyz@gmail.com",berkaitan dengan hal tersebut silahkan hubungi admin pendaftaran kami di nomor whatsapp berikut ini ya 0811-1707-1205
"assalamualaikum  pak/ibu.
izin bertanya pak. 
bisa ambil sertifikat SCRB.SSO. ARPA Online ya🙏 // izin pak apa pembelajaran blended??","Waalaikumsalam,   kak....
untuk SCRB pembelajarannya hybrid kak, kemudan SSO dan ARPA online ya kak // jadi untuk pembelajaran hybriditu nantinya ada pembelajaran yang dilakukan secara online dan pembelajaran langsung di kampus kak"
 admin mohon pendaftaran pemutaran saya dicek admin belum divalidasi sampai sekarang an MOAN FRADA SIRAIT.  Terimakasih admin (Mengirimkan gambar) // Siap admin.Terimakasih,"Mohon maaf atas ketidaknyamanannya, Pak/Bu. Proses validasi berkas memerlukan waktu maksimal 3x24 jam pada hari dan jam kerja. 

Saat ini terdapat banyak antrean berkas yang sedang diproses sehingga waktu validasi menyesuaikan dengan urutan antrean yang masuk. Mohon Bapak/Ibu dapat melakukan pengecekan secara berkala pada akun dan email untuk melihat status berkas.

Mohon dipastikan kembali bahwa seluruh dokumen yang diunggah sudah sesuai dengan ketentuan. Jika terdapat penolakan, silakan cek koreksi dari admin pada akun di bagian keterangan penolakan serta pada email, kemudian lakukan pembaruan dan unggah ulang dokumen yang diminta.

Jika sudah melewati waktu tersebut, Bapak/Ibu dapat menghubungi helpdesk melalui akun atau menghubungi admin di 0811-1707-1205.

Terima kasih telah setia menunggu. 😊
"
"Asalamualaikum WR WB  pak / ibu
Kalau diklat sso, brm, arpa ada ukp nya ka bu?","Waalaikumsalam,,,   kak
untuk sistem pembelajarannya hybride materi pembelajaran online dan saat praktik tatap muka langsung ke kampus, informasi lebih lanjutnya terkait dengan pembelajaran akan diinfokan di grup pembelajaran ya kak"
"
Saya mau tanya terkait update BST format baru.. kondisi sekarang BST saya masih belum expired, boleh info pak/bu untuk proses update BST ini?
🙏🏼🙏🏼🙏🏼
-alex- //Saya sertifikat dr BP2TL kak
Mohon info persyaratan dan cara pendaftaran dan biaya nya kak.. // Saya mau daftar pembaruan revalidasi terbitan BP2TL dengan harga 250.000 kak
//Langsung datang ke sana atau bagaimana?
//Posisi saya sedang off di darat
//Dokumen persyaratan apa saja kak? (ex : photo atau FC BST)?
//081117071205 saya hubungi nomer tsbt ya kak.. makasih 🙏🏼","Revalidasi BST dari tempat diklat lain bisa dilakukan di BP2TL.

Berikut informasinya:
⚓️ BST MSC.560 (108)
⚓️ UPDATING (BST masih aktif)

Alumni BP2TL: Rp125.000
Non BP2TL: Rp140.000

⚓️ REVALIDASI (BST kurang dari 5 tahun)

Alumni BP2TL: Rp250.000
Non BP2TL: Rp300.000

Untuk BST terbitan BP2TL maupun Non BP2TL, terdapat 2 teknis pelaksanaan diklat:

Online (melampirkan PKL masih aktif dan surat rekomendasi dari perusahaan/instansi)
Offline (bagi pelaut yang sedang off, pembelajaran tetap dilaksanakan online sesuai jadwal terlampir)

Waktu tatap muka:

Updating: 1 hari (4 jam pembelajaran)
Revalidasi: 1 hari (6 jam pembelajaran)

Pendaftaran dapat dilakukan melalui laman:
diklat.bp2tl.ac.id (menu REVALIDASI)

Terima kasih, semoga informasinya membantu ⚓️"
Untuk diklat rating apa saja ya min berkas yang diperlukan? 🙏🏻,"Saat ini untuk pembelajaran rating masih dilaksanakan secara online ya kak.

Persyaratan:

1. Akte Lahir / Surat Kenal Lahir
2. Buku Pelaut
3. KTP / Identitas yang masih berlaku
4. Kartu Keluarga (KK)
5. Pas foto 3x4 (background sesuai jurusan)
6. Sertifikat AFF
7. Sertifikat BST MSC.560
8. Sertifikat Kesehatan / MCU yang masih berlaku
9. Sertifikat SAT
10. Sertifikat SDSD
11. Surat Masa Layar dari Syahbandar minimal 6 bulan
12. Surat Pernyataan Peserta Diklat

Jadwal  | Biaya: Rp 1.771.000

Pendaftaran: 16-12-2025 s/d 03-05-2026 | Pelaksanaan: 04-05-2026 s/d 22-05-2026
Pendaftaran: 16-12-2025 s/d 01-06-2026 | Pelaksanaan: 02-06-2026 s/d 19-06-2026
Pendaftaran: 16-12-2025 s/d 05-07-2026 | Pelaksanaan: 06-07-2026 s/d 22-07-2026
Pendaftaran: 16-12-2025 s/d 02-08-2026 | Pelaksanaan: 03-08-2026 s/d 20-08-2026
Pendaftaran: 16-12-2025 s/d 06-09-2026 | Pelaksanaan: 07-09-2026 s/d 23-09-2026
Pendaftaran: 16-12-2025 s/d 04-10-2026 | Pelaksanaan: 05-10-2026 s/d 21-10-2026
Pendaftaran: 16-12-2025 s/d 01-11-2026 | Pelaksanaan: 02-11-2026 s/d 18-11-2026
Pendaftaran: 16-12-2025 s/d 06-12-2026 | Pelaksanaan: 07-12-2026 s/d 23-12-2026

Silakan dipilih sesuai periode yang diinginkan ya kak 🙏😊"
"Permisi min, izin bertanya  untuk pembayaran diklatnya, apakah wajib melalui rekening bank BNI? 🙏🏻 ","TATA CARA PEMBAYARAN BNI VIRTUAL ACCOUNT
Pembayaran BNI Virtual Account dapat dilakukan dengan berbagai cara melalui :
A. ATM BNI
1. Masukkan Kartu ATM Anda.
2. Pilih Bahasa.
3. Masukkan PIN ATM Anda.
4. Pilih ""Menu Lainnya"".
5. Pilih ""Transfer"".
6. Pilih jenis rekening yang akan Anda gunakan
Contoh: ""Dari Rekening Tabungan""
7. Pilih “Virtual Account Billing”.
8. Masukkan 16 digit nomor Virtual Account Anda
Contoh: 9882987301240006
9. Tagihan yang harus dibayarkan akan muncul pada layar konfirmasi.
10.Konfirmasi, apabila telah sesuai, lanjutkan transaksi.
11.Transaksi Anda telah selesai
                                                                                                                                                                                                                                                                                        B. Mobile Banking BNI
1. Akses BNI Mobile Banking dari handphone kemudian masukkan user ID dan
password.
2. Pilih menu “Transfer”.
3. Pilih menu “Virtual Account Billing” kemudian pilih rekening debet.
4. Masukkan 16 digit nomor Virtual Account Anda
Contoh: 9882987301240006 pada menu “Input Baru”.
5. Tagihan yang harus dibayarkan akan muncul pada layar konfirmasi.
6. Konfirmasi transaksi dan masukkan password transaksi.
7. Pembayaran Anda telah berhasil.
                                                                                                                                                                                                                                                                                        C. iBank Personal
1. Akses ibank.bni.co.id
2. Masukkan User ID dan password
3. Klik menu Transfer, lalu pilih “Virtual Account Billing”.
4. Kemudian masukan 16 digit nomor Virtual Account Anda
Contoh: 9882987301240006 yang hendak dibayarkan.
5. Plih rekening debet yang akan digunakan.
Kemudian tekan „‟Lanjut‟‟
6. Kemudin tagihan yang harus dibayarkan akan muncul pada layar konfirmasi.
7. Masukkan kode otentikasi token.
8. Pembayaran Anda telah berhasil
                                                                                                                                                                                                                                                                                  D. Cabang atau Teller BNI
1. Kunjungi kantor cabang/outlet BNI terdekat.
2. Informasikan kepada Teller, bahwa ingin melakukan pembayaran “Virtual
Account Billing”.
3. Serahkan 16 digit nomor Virtual Account Anda kepada Teller.
Contoh: 9882987301240006
4. Teller melakukan konfirmasi kepada Anda.
5. Teller memproses transaksi.
6. Apabila transaksi sukses anda akan menerima bukti pembayaran dari teller
tersebut.
                                                                                                                                                                                                                                                                                     E. Agen46
1. Kunjungi Agen46 terdekat (warung/took/kios dengan tulisan Agen46).
2. Informasikan kepada Agen46, bahwa ingin melakukan pembayaran Virtual.
3. Serahkan 16 digit nomor Virtual Account Anda kepada Agen46.
Contoh: 9882987301240006
4. Agen46 melakukan konfirmasi kepada Anda.
5. Agen46 Proses Transaksi.
6. Apabila transaksi Sukses anda akan menerima bukti pembayaran dari
Agen46 tersebut.
                                                                                                                                                                                                                                                                        F. ATM Bersama
1. Masukkan kartu ke mesin ATM Bersama.
2. Pilih ""Transaksi Lainnya"".
3. Pilih menu ""Transfer"".
4. Pilih ""Transfer ke Bank Lain"".
5. Masukkan kode bank BNI (009) dan 16 Digit Nomor Virtual Account
Contoh: 9882987301240006
6. Masukkan nominal transfer sesuai tagihan atau kewajiban Anda. Nominal
yang berbedatidak dapat diproses.
7. Konfirmasi rincian Anda akan tampil di layar, cek dan tekan 'Ya' untuk
melanjutkan.
8. Transaksi Berhasil.
                                                                                                                                                                                                                                                                               G.ATM Bank Lain
1. Pilih menu ""Transfer antar bank"" atau “Transfer online antar bank”.
2. Masukkan kode bank BNI (009) atau pilih bank yang dituju yaitu BNI.
3. Masukan 16 Digit Nomor Virtual Account pada kolom rekening tujuan,
Contoh: 9882987301240006
4. Masukkan nominal transfer sesuai tagihan atau kewajiban Anda. Nominal
yang berbeda tidak dapat diproses.
5. Masukkan jumlah pembayaran
6. Konfirmasi rincian Anda akan tampil di layar, cek dan apabila sudah sesuai
silahkan lanjutkan transaksi sampai dengan selesai.
7. Transaksi Berhasil.
                                                                                                                                                                                                                                                                                   H. OVO
1. Buka aplikasi OVO.
2. Pilih menu Transfer.
3. Pilih “Rekening Bank”.
4. Masukkan kode bank BNI (009) atau pilih bank yang dituju yaitu BNI.
5. Masukan 16 Digit Nomor Virtual Account pada kolom rekening tujuan,
Contoh: 9882987301240006
6. Masukkan nominal transfer sesuai tagihan atau kewajiban Anda.
7. Pilih “Transfer”.
8. Konfirmasi rincian Anda akan tampil di layar.
9. Cek dan apabila sudah sesuai silahkan pilih “Konfirmasi” untuk lanjutkan
transaksi sampai dengan selesai.
10.Transaksi Berhasil."
", untuk pengambilan sertifikat fisik syarat nya apa saja ya Pak/Bu?, terimakasih","Saat ini BP2TL belum melayani pengiriman sertifikat. Sertifikat dapat diambil langsung ke kampus atau diwakilkan oleh keluarga/kerabat ya 

Jika diambil langsung, mohon membawa:
1. Bukti pembayaran dari email (diprint)
2. Fotokopi KTP

Jika pengambilan diwakilkan, mohon membawa:
1. Surat kuasa
2. Bukti pembayaran dari email (diprint)
3. Fotokopi KTP pemberi kuasa dan yang diberi kuasa

Terima kasih 🙏
"
"Assalamualaikum wrwb slamat sore
Boleh minta tolong d buatkan surat keterangan updating 3 manajemen atas nama Ratna Dewi Syahruddin, periode Diklat 1 - 4 September 2025
Soalx saya butuh buat persijilan, udah d minta sama agent dan KSOP
7068922027 = ini nmor peserta saya","Untuk permintaan surat keterangan (suket) diklat, dapat menghubungi admin melalui WhatsApp di 0811-1707-1205 dengan format: permintaan suket, serta melampirkan kartu peserta diklat yang akan dibuatkan surat keterangannya.

Mohon diperhatikan, sertifikat yang sudah terbit tidak dapat dibuatkan surat keterangan (suket).

Terima kasih 😊🙏
"
"Assalamu'alaikum admin
Untuk diklat pembaharuan
Bst
Gimana yaa
Di pendaftaran online tidak ada pilihan nya min
Maaf mengganggu
Untuk bst pembaharuan revolution MSc",nanti dipilihannya pilih revalidasi terbitan kampus BP2TL/Non BP2TL
"
Saya mengikuti diklat ecdis di tanggal 24 September bu,apakah online atau duduk ya // Untuk grupnya saya blm masuk // Belum min // Siap","Peserta nantinya akan diundang ke grup oleh penyelenggara diklat. Mohon ditunggu, biasanya undangan grup akan diberikan pada H-1 atau hari H pelaksanaan diklat.

Informasi terkait jadwal mulai, metode pembelajaran (online/offline), serta teknis pelaksanaan lainnya akan disampaikan melalui grup pembelajaran. Apabila sampai saat ini belum ada informasi lanjutan di grup, mohon menunggu pengumuman resmi dari penyelenggara melalui grup tersebut ya kak.

Jika sudah mendekati jadwal namun belum menerima undangan atau link grup, silakan konfirmasi kembali melalui helpdesk di akun pendaftaran anda atau hubungi admin diklat di nomor 0811-1707-1205 ya kak.

Terima kasih 🙏"
" pak, mau bertanya pak terkait perpanjangan endorsement COE III apakah juga melalui online di bp2tl ac.id pak? //  bp2tl juga kak
pertama kali ini untuk endorse jadi saya masi bingung //baik kak, lalu masuk web pilih bagian diklat ya?
untuk tanggal pilih yang terdekat ya kak?
untuk perpanjangan ini apakah harus onsite ya kak? baik kak, daftar > bayar > nunggu jadi ya kak","⚓ PERSYARATAN PERPANJANGAN ENDORS ⚓
1. Wajib keluaran kampus BP2TL JAKARTA
2. KTP
3. AKTE 
4. BUKU PELAUT 
5. PASS FOTO
6. PRINT OUT ONLINE COE
7. IJAZAH DAN ENDORS 
8. SPPK 
9. Surat Pernyataan Peserta 

Sistem pendaftaran di kampus kami melalui laman diklat.bp2tl.ac.id untuk file silahkan siapkan dalam bentuk PDF dengan ukuran dibawah 500 kb
Terima kasih ⚓🤩"
"Siang Pak/Ibu
Saya Sudah mengikuti Diklat Online Updating ANT III manajemen. Yang di adakan pada Tgl 18-08-2025
Minta infonya apakah ijasahnya sudah ada Pak/Ibu?","Sertifikat online biasanya terbit kurang lebih ±1 bulan setelah pembelajran ya kak. Jika sudah online, barulah sertifikat fisik bisa diambil 🙏

Untuk pengecekan sertifikat secara online, silakan kunjungi:
⛵http://pelaut.dephub.go.id

Langkah pengecekan:

1. Klik menu Verifikasi/Verification
2. Masukkan nomor sertifikat (10 digit kode pelaut + kode sertifikat + kode lembaga (53) + tahun terbit)
3. Untuk kolom pertama digunakan khusus pengecekan BST, selain itu bisa dikosongkan

Keterangan:
Kode lembaga: 53 (BP2TL Jakarta)

Apabila lebih dari waktu tersebut belum muncul, silakan hubungi helpdesk di akun peserta atau admin di 0811-1707-1205 ya kak 🙏😊
"
"Selamat bapak/ibu
Saya m musannip aditia kurnia desa 
Salah satu peserta pelatihan IMDG code // Bagaimana cara untuk mengecek secara online tentang keaslian sertifikat IMDG code // Baik.. Terima kasih","Untuk pengecekan sertifikat secara online, silakan kunjungi:
⛵http://pelaut.dephub.go.id

Langkah pengecekan:

1. Klik menu Verifikasi/Verification
2. Masukkan nomor sertifikat (10 digit kode pelaut + kode sertifikat + kode lembaga (53) + tahun terbit)
3. Untuk kolom pertama digunakan khusus pengecekan BST, selain itu bisa dikosongkan

Keterangan:
Kode lembaga: 53 (BP2TL Jakarta)

Apabila lebih dari waktu tersebut belum muncul, silakan hubungi helpdesk di akun peserta atau admin di 0811-1707-1205 ya kak 🙏😊
"
"Pagi
Gimana min untuk grup ecdis nya apakah sudah ada atau belum","Peserta nantinya akan diundang ke grup oleh penyelenggara diklat. Mohon ditunggu, biasanya undangan grup akan diberikan pada H-1 atau hari H pelaksanaan diklat.

Informasi terkait jadwal mulai, metode pembelajaran (online/offline), serta teknis pelaksanaan lainnya akan disampaikan melalui grup pembelajaran. Apabila sampai saat ini belum ada informasi lanjutan di grup, mohon menunggu pengumuman resmi dari penyelenggara melalui grup tersebut ya kak.

Jika sudah mendekati jadwal namun belum menerima undangan atau link grup, silakan konfirmasi kembali melalui helpdesk di akun pendaftaran anda atau hubungi admin diklat di nomor 0811-1707-1205 ya kak.

Terima kasih 🙏"
 admin... izin bertanya untuk diklat ARPA apabila posisi peserta masih On Board bagaimana 🙏🙏,"untuk diklat ARPA pembelajarannya blended kak, jadi nantinya ada pembelajaran secara online dan datang langsung ke kampus"
"Siang pak/bu 
saya edwin eka g peserta diklat GMDSS Maret 2025 

Diklat telah selesai dan dilaksanakan dengan baik
allhamdulilah 

mau minta SK GMDSS bu/pak,
boleh kah bisa kah ibu bapak bantu 🙏🏿🙏🏿🙏🏿","Untuk permintaan surat keterangan (suket) diklat, dapat menghubungi admin melalui WhatsApp di 0811-1707-1205 dengan format: permintaan suket, serta melampirkan kartu peserta diklat yang akan dibuatkan surat keterangannya.

Mohon diperhatikan, sertifikat yang sudah terbit tidak dapat dibuatkan surat keterangan (suket).

Terima kasih 😊🙏
"
"
mohon informasi, apakah di Pusdiklat Transportasi laut, ada ruang rapat yang bisa disewakan untuk K/L lainnya?","Bisa ya kak, untuk informasi lebih lanjutnya silahkan hubungi admin penyewaan Aset kami di nomor berikut ini 0811-1707-0806"
